values,id,target,time
-0.1113542,129,3,80
-0.01557961,129,3,81
-0.1130014,129,3,82
-0.1409122,129,3,83
0.118951,129,3,84
0.5045284,129,3,85
0.8261213,129,3,86
0.8497674,129,3,87
0.8400265,129,3,88
0.987745,129,3,89
0.8667685,129,3,90
0.3649763,129,3,91
-0.1719414,129,3,92
-0.286005,129,3,93
-0.153229,129,3,94
-0.3491503,129,3,95
-0.4381573,129,3,96
-0.3121008,129,3,97
-0.4613241,129,3,98
-0.4679385,129,3,99
-0.3854922,129,3,100
-0.4518045,129,3,101
-0.336503,129,3,102
-0.2342154,129,3,103
-0.1108059,129,3,104
0.0009742962,129,3,105
-0.1408999,129,3,106
-0.1962215,129,3,107
-0.2033391,129,3,108
-0.2450781,129,3,109
-0.1311531,129,3,110
0.1057521,129,3,111
0.4447682,129,3,112
0.6453667,129,3,113
0.6233697,129,3,114
0.6090841,129,3,115
0.6196106,129,3,116
0.6071188,129,3,117
0.5026974,129,3,118
0.2596108,129,3,119
0.06273096,129,3,120
0.08858129,129,3,121
0.09510811,129,3,122
-0.1147982,129,3,123
-0.2789663,129,3,124
-0.2929618,129,3,125
-0.191971,129,3,126
-0.08348776,129,3,127
-0.1568596,129,3,128
0.0006002883,26,5,1
-0.001839031,26,5,2
-0.00015378280000000001,26,5,3
0.001260208,26,5,4
0.0021670079999999998,26,5,5
0.002083578,26,5,6
-0.0009354241000000001,26,5,7
-0.003855501,26,5,8
-0.005955716,26,5,9
-0.004759185,26,5,10
-0.001686577,26,5,11
-0.0008612597999999999,26,5,12
-0.001437511,26,5,13
-0.002996345,26,5,14
-0.0022412929999999997,26,5,15
-0.0001578246,26,5,16
-0.0001863285,26,5,17
0.0008373961,26,5,18
0.001963992,26,5,19
0.0019075239999999999,26,5,20
0.0012735119999999999,26,5,21
-0.0003516807,26,5,22
-0.0009626846000000001,26,5,23
0.0002823516,26,5,24
0.0023197129999999997,26,5,25
0.001072443,26,5,26
-0.0005237169,26,5,27
0.002560999,26,5,28
0.003287018,26,5,29
0.0007765875999999999,26,5,30
-0.001301437,26,5,31
-0.002708065,26,5,32
-0.001850864,26,5,33
-8.308003e-05,26,5,34
0.0023263710000000003,26,5,35
0.00183686,26,5,36
-0.00123487,26,5,37
-0.001020181,26,5,38
-0.0002779666,26,5,39
0.001201367,26,5,40
0.002318244,26,5,41
0.0006205474,26,5,42
-0.00010081450000000001,26,5,43
-0.001603676,26,5,44
-0.001491784,26,5,45
0.001319074,26,5,46
0.001445932,26,5,47
0.0005939633,26,5,48
-0.001078212,26,5,49
-0.001897066,26,5,50
-0.0007975628999999999,26,5,51
-0.0014653539999999999,26,5,52
-0.001193365,26,5,53
-0.0001382686,26,5,54
8.490679e-05,26,5,55
0.0002366227,26,5,56
-0.001071836,26,5,57
-0.001178732,26,5,58
0.0005906091,26,5,59
0.001586811,26,5,60
3.697924e-05,26,5,61
-0.002367949,26,5,62
-0.001273684,26,5,63
-0.0007133406,26,5,64
-0.001881598,26,5,65
-0.001014567,26,5,66
-0.001213719,26,5,67
-0.001569149,26,5,68
-0.0009764989,26,5,69
-0.00129424,26,5,70
-0.00017550919999999998,26,5,71
0.001390146,26,5,72
0.001365511,26,5,73
-0.0002216475,26,5,74
-0.0018076779999999998,26,5,75
-0.0002576435,26,5,76
0.00154787,26,5,77
0.0008831389,26,5,78
0.00021138610000000002,26,5,79
-0.0009500942,26,5,80
-0.003140216,26,5,81
-0.003014673,26,5,82
-0.0010493260000000002,26,5,83
-0.001246141,26,5,84
-0.00230639,26,5,85
-0.002594636,26,5,86
-0.002850446,26,5,87
-0.002324687,26,5,88
-0.001622728,26,5,89
0.0016768820000000002,26,5,90
0.005369383,26,5,91
0.001214794,26,5,92
-0.003265767,26,5,93
-0.0006586957000000001,26,5,94
0.00042657660000000006,26,5,95
-0.001122459,26,5,96
-0.0009436072,26,5,97
-0.0011511689999999998,26,5,98
-0.001170177,26,5,99
-0.00109942,26,5,100
-0.002705506,26,5,101
-0.002112624,26,5,102
0.001256402,26,5,103
0.002372115,26,5,104
-0.0001599409,26,5,105
-0.001893289,26,5,106
-0.0005077579,26,5,107
0.0001916146,26,5,108
0.00039174410000000006,26,5,109
0.0006829635,26,5,110
-0.0006982277000000001,26,5,111
-0.001092302,26,5,112
-0.000436242,26,5,113
0.0008816303,26,5,114
0.002421636,26,5,115
0.00097558,26,5,116
-0.0009448595,26,5,117
-0.0009312562,26,5,118
-0.0007241539,26,5,119
-0.0004033716,26,5,120
0.0006259965,26,5,121
0.0008098455000000001,26,5,122
-0.00107558,26,5,123
-0.001386273,26,5,124
0.0001125536,26,5,125
2.1650900000000003e-05,26,5,126
0.0003082469,26,5,127
-0.000553319,26,5,128
0.006693818000000001,389,4,1
0.0046102370000000005,389,4,2
-0.008889084,389,4,3
-0.0129207,389,4,4
-0.009552457,389,4,5
-0.004396309,389,4,6
-0.002432419,389,4,7
0.008030348,389,4,8
0.02598475,389,4,9
0.01489112,389,4,10
-0.006331026,389,4,11
-0.009051593,389,4,12
-0.007924332,389,4,13
-0.003732417,389,4,14
-0.00299299,389,4,15
0.00109848,389,4,16
0.01164644,389,4,17
0.0007795342,389,4,18
-0.0114464,389,4,19
-0.007781634,389,4,20
-0.008849218,389,4,21
-0.01149928,389,4,22
-0.01143844,389,4,23
-0.004820345,389,4,24
0.005973128,389,4,25
0.003643066,389,4,26
-0.005659215,389,4,27
-0.01014696,389,4,28
-0.009334736,389,4,29
-0.007118804,389,4,30
-0.007125935,389,4,31
-2.2641190000000002e-05,389,4,32
0.008559381999999999,389,4,33
0.001125465,389,4,34
-0.01220578,389,4,35
-0.01653521,389,4,36
-0.01162036,389,4,37
-0.0054376730000000005,389,4,38
-0.006004908000000001,389,4,39
0.0007885548,389,4,40
0.01340893,389,4,41
0.007178826,389,4,42
-0.005182176,389,4,43
-0.008934112,389,4,44
-0.00972683,389,4,45
-0.006378229,389,4,46
-0.007638297,389,4,47
-0.007196584000000001,389,4,48
0.00465467,389,4,49
0.008242311,389,4,50
-0.007145566999999999,389,4,51
-0.02754253,389,4,52
-0.02451483,389,4,53
-0.0029046840000000003,389,4,54
0.007387194000000001,389,4,55
0.007875964000000001,389,4,56
-0.0004473234,389,4,57
-0.008106645,389,4,58
-0.006359493000000001,389,4,59
-0.007639991,389,4,60
-0.004678059,389,4,61
-0.0032313479999999998,389,4,62
-0.007708106,389,4,63
-0.009698851,389,4,64
-0.01445309,389,4,65
-0.01391075,389,4,66
-0.0127,389,4,67
-0.01020221,389,4,68
-0.001654195,389,4,69
-0.005359472,389,4,70
-0.00832847,389,4,71
-0.0042722509999999995,389,4,72
-0.007308584,389,4,73
-0.01052217,389,4,74
-0.01333936,389,4,75
-0.01037481,389,4,76
0.005024911,389,4,77
0.01528597,389,4,78
0.004255849,389,4,79
-0.01295572,389,4,80
-0.01267335,389,4,81
-0.01012351,389,4,82
-0.01604263,389,4,83
-0.01278787,389,4,84
-0.00370097,389,4,85
0.004964574,389,4,86
0.005449791999999999,389,4,87
-0.01071326,389,4,88
-0.0202623,389,4,89
-0.01294395,389,4,90
-0.005984026,389,4,91
-0.0063788609999999996,389,4,92
-0.005151555,389,4,93
0.001016964,389,4,94
0.0003774371,389,4,95
-0.004337305,389,4,96
-0.007834487,389,4,97
-0.01048902,389,4,98
-0.008326713000000001,389,4,99
-0.006618159,389,4,100
-0.0037165759999999996,389,4,101
-0.004231062,389,4,102
-0.00852824,389,4,103
-0.00300324,389,4,104
-0.001694161,389,4,105
-0.008486969,389,4,106
-0.01110846,389,4,107
-0.009648669,389,4,108
-0.004423570999999999,389,4,109
-0.003762337,389,4,110
-0.004465037,389,4,111
-0.001636786,389,4,112
-0.002344549,389,4,113
-0.005916623,389,4,114
-0.01065969,389,4,115
-0.00745989,389,4,116
-0.003496565,389,4,117
-0.01295269,389,4,118
-0.01718676,389,4,119
-0.008391418000000001,389,4,120
0.000349701,389,4,121
0.0006781111,389,4,122
-0.00488275,389,4,123
-0.004855594,389,4,124
0.0008870225,389,4,125
0.004913821,389,4,126
-0.002350136,389,4,127
-0.0120034,389,4,128
-0.00792558,243,6,1
-0.01195149,243,6,2
-0.007354933,243,6,3
-0.001197757,243,6,4
-0.0005628098,243,6,5
-0.001482875,243,6,6
-0.0033564090000000003,243,6,7
-0.004877205,243,6,8
-0.006048247,243,6,9
-0.00736588,243,6,10
-0.0072639359999999995,243,6,11
-0.006802028000000001,243,6,12
-0.007164467,243,6,13
-0.006567277,243,6,14
-0.002876938,243,6,15
0.0020772539999999997,243,6,16
0.003375,243,6,17
-0.0005211662000000001,243,6,18
-0.005774208,243,6,19
-0.009114298,243,6,20
-0.008730955,243,6,21
-0.005158099,243,6,22
-0.003655803,243,6,23
-0.004405928,243,6,24
-0.0034946309999999998,243,6,25
0.0001616803,243,6,26
0.0041969979999999995,243,6,27
0.0032212670000000003,243,6,28
0.001315553,243,6,29
0.001758373,243,6,30
0.0004556624,243,6,31
0.004827882,243,6,32
0.01394186,243,6,33
0.01533391,243,6,34
0.01147676,243,6,35
0.006251599,243,6,36
0.002275404,243,6,37
0.007066077,243,6,38
0.01196719,243,6,39
0.005676056999999999,243,6,40
0.0008888748,243,6,41
0.005993568,243,6,42
0.01110456,243,6,43
0.01326129,243,6,44
0.01023724,243,6,45
0.003587245,243,6,46
0.004444927,243,6,47
0.00692808,243,6,48
0.005703395,243,6,49
0.00668961,243,6,50
0.00685455,243,6,51
0.008034389,243,6,52
0.009288329,243,6,53
0.006271603000000001,243,6,54
0.007589074,243,6,55
0.01151935,243,6,56
0.0112876,243,6,57
0.008606464,243,6,58
0.0029974309999999996,243,6,59
0.0016992189999999999,243,6,60
0.009594446,243,6,61
0.01462415,243,6,62
0.009658078,243,6,63
0.004856114,243,6,64
0.007461375,243,6,65
0.008193404,243,6,66
0.00569253,243,6,67
0.006568873,243,6,68
0.005848915,243,6,69
0.006387642,243,6,70
0.009532084,243,6,71
0.007779381,243,6,72
0.007365625,243,6,73
0.008530633000000001,243,6,74
0.007036146,243,6,75
0.006864234,243,6,76
0.005980563,243,6,77
0.005604469,243,6,78
0.006745943000000001,243,6,79
0.0072693440000000005,243,6,80
0.008807958000000001,243,6,81
0.007652997,243,6,82
0.004794455,243,6,83
0.004235083,243,6,84
0.0027306640000000003,243,6,85
0.001712875,243,6,86
0.002589073,243,6,87
0.003076412,243,6,88
0.0043110959999999995,243,6,89
0.005048756,243,6,90
0.004032702,243,6,91
0.003119078,243,6,92
0.001759197,243,6,93
0.0007310692,243,6,94
0.001246537,243,6,95
0.0011245180000000001,243,6,96
0.0008254851,243,6,97
0.002289655,243,6,98
0.00494212,243,6,99
0.006176173,243,6,100
0.002383113,243,6,101
-0.002148719,243,6,102
-0.0005240949,243,6,103
0.002485151,243,6,104
0.003310213,243,6,105
0.002724882,243,6,106
-0.0030208870000000003,243,6,107
-0.00771421,243,6,108
-0.005703196,243,6,109
-0.005512286999999999,243,6,110
-0.005939543,243,6,111
-0.0031379809999999998,243,6,112
-0.002518442,243,6,113
-0.002620129,243,6,114
-0.002989732,243,6,115
-0.004402419,243,6,116
-0.0027019390000000004,243,6,117
-0.00032850519999999995,243,6,118
0.00033599519999999997,243,6,119
-0.000351776,243,6,120
-0.003120048,243,6,121
-0.004968869,243,6,122
-0.0040397440000000005,243,6,123
-0.001342087,243,6,124
0.00010774809999999999,243,6,125
-0.002001325,243,6,126
-0.00398674,243,6,127
-0.002328771,243,6,128
-0.3195431,161,2,1
-0.240629,161,2,2
-0.1261972,161,2,3
0.0310805,161,2,4
0.2274372,161,2,5
0.3812215,161,2,6
0.4169921,161,2,7
0.430443,161,2,8
0.4669726,161,2,9
0.4028039,161,2,10
0.1698228,161,2,11
-0.1481193,161,2,12
-0.3080164,161,2,13
-0.2335915,161,2,14
-0.1251173,161,2,15
0.001006839,161,2,16
0.1020437,161,2,17
0.05681638,161,2,18
0.0280624,161,2,19
-0.03558673,161,2,20
-0.1970068,161,2,21
-0.1937765,161,2,22
-0.1344204,161,2,23
-0.1472043,161,2,24
-0.1031185,161,2,25
-0.1140259,161,2,26
-0.1898732,161,2,27
-0.2213145,161,2,28
-0.2534339,161,2,29
-0.2559166,161,2,30
-0.1471448,161,2,31
0.04242624,161,2,32
0.1183096,161,2,33
0.0391921,161,2,34
0.02349254,161,2,35
0.05055189,161,2,36
0.06296731,161,2,37
0.1628792,161,2,38
0.2298185,161,2,39
0.1931406,161,2,40
0.1780051,161,2,41
0.2084541,161,2,42
0.2757747,161,2,43
0.3495889,161,2,44
0.3315258,161,2,45
0.2547026,161,2,46
0.2281755,161,2,47
0.207646,161,2,48
0.1719368,161,2,49
0.1348083,161,2,50
0.08400661,161,2,51
0.1228335,161,2,52
0.1786432,161,2,53
0.1418457,161,2,54
0.07252196,161,2,55
-0.0715141,161,2,56
-0.185915,161,2,57
-0.184543,161,2,58
-0.203664,161,2,59
-0.2289416,161,2,60
-0.2569389,161,2,61
-0.3123242,161,2,62
-0.3333081,161,2,63
-0.3388686,161,2,64
-0.3309664,161,2,65
-0.2885788,161,2,66
-0.2161322,161,2,67
-0.1031082,161,2,68
0.00249071,161,2,69
0.05208583,161,2,70
0.1238391,161,2,71
0.24954,161,2,72
0.2862277,161,2,73
0.2775832,161,2,74
0.4023402,161,2,75
0.4902824,161,2,76
0.301425,161,2,77
-0.02602888,161,2,78
-0.1976558,161,2,79
-0.1593114,161,2,80
-0.01456932,161,2,81
0.1529411,161,2,82
0.1758482,161,2,83
0.08523829,161,2,84
0.03499769,161,2,85
-0.04459779,161,2,86
-0.09929408,161,2,87
-0.1044928,161,2,88
-0.1342203,161,2,89
-0.1091859,161,2,90
-0.1225035,161,2,91
-0.1735196,161,2,92
-0.1847031,161,2,93
-0.2836445,161,2,94
-0.3312175,161,2,95
-0.250615,161,2,96
-0.1815532,161,2,97
-0.1067581,161,2,98
-0.08207542,161,2,99
-0.07280341,161,2,100
-0.005551383000000001,161,2,101
0.03705278,161,2,102
0.1012722,161,2,103
0.1832436,161,2,104
0.2423917,161,2,105
0.3245408,161,2,106
0.347323,161,2,107
0.2949695,161,2,108
0.2448917,161,2,109
0.1754482,161,2,110
0.1079362,161,2,111
0.09309719,161,2,112
0.110619,161,2,113
0.1184298,161,2,114
0.0936384,161,2,115
0.06917468,161,2,116
0.06794404,161,2,117
0.07815784,161,2,118
0.09868829,161,2,119
0.1058475,161,2,120
0.08189452,161,2,121
0.02215432,161,2,122
-0.05239273,161,2,123
-0.09811016,161,2,124
-0.1575367,161,2,125
-0.253057,161,2,126
-0.3161543,161,2,127
-0.3467656,161,2,128
-0.2155845,125,3,1
-0.207075,125,3,2
-0.1821384,125,3,3
-0.1427411,125,3,4
-0.132632,125,3,5
-0.117172,125,3,6
-0.1191136,125,3,7
-0.08973986,125,3,8
-0.06948869,125,3,9
-0.1156136,125,3,10
-0.1317223,125,3,11
-0.1073354,125,3,12
-0.0362604,125,3,13
0.08166985,125,3,14
0.1535967,125,3,15
0.1878344,125,3,16
0.2427959,125,3,17
0.2795158,125,3,18
0.2758332,125,3,19
0.3392298,125,3,20
0.4884965,125,3,21
0.565552,125,3,22
0.501313,125,3,23
0.309103,125,3,24
0.02336831,125,3,25
-0.1532138,125,3,26
-0.1207215,125,3,27
-0.1171997,125,3,28
-0.162613,125,3,29
-0.1190962,125,3,30
-0.1592507,125,3,31
-0.2210121,125,3,32
-0.1793411,125,3,33
-0.195103,125,3,34
-0.2105507,125,3,35
-0.2261258,125,3,36
-0.2905022,125,3,37
-0.281691,125,3,38
-0.2171333,125,3,39
-0.1018677,125,3,40
0.005386905,125,3,41
0.01676619,125,3,42
-0.005511544,125,3,43
-0.01863326,125,3,44
0.02167021,125,3,45
0.06684933,125,3,46
0.06588594,125,3,47
0.08673906,125,3,48
0.1294578,125,3,49
0.1758166,125,3,50
0.192352,125,3,51
0.1799116,125,3,52
0.1999373,125,3,53
0.2880263,125,3,54
0.5555162,125,3,55
0.7963406,125,3,56
0.4956778,125,3,57
0.003112407,125,3,58
0.01356222,125,3,59
0.1375007,125,3,60
0.05177897,125,3,61
0.005508123,125,3,62
-0.112774,125,3,63
-0.1866183,125,3,64
-0.1398102,125,3,65
-0.1876276,125,3,66
-0.1550114,125,3,67
-0.08212208,125,3,68
-0.07972284,125,3,69
-0.1036024,125,3,70
-0.2296718,125,3,71
-0.3056559,125,3,72
-0.3317806,125,3,73
-0.3321081,125,3,74
-0.2375467,125,3,75
-0.2124074,125,3,76
-0.2141466,125,3,77
-0.2394164,125,3,78
-0.2726892,125,3,79
-0.06961728,125,3,80
0.3020965,125,3,81
0.5904505,125,3,82
0.5849303,125,3,83
0.4097517,125,3,84
0.3900885,125,3,85
0.489583,125,3,86
0.5887695,125,3,87
0.5478296,125,3,88
0.3540356,125,3,89
0.1684651,125,3,90
0.02620521,125,3,91
0.0030033190000000004,125,3,92
-0.0668026,125,3,93
-0.1968835,125,3,94
-0.1946068,125,3,95
-0.2985863,125,3,96
-0.3221829,125,3,97
-0.1720508,125,3,98
-0.1855895,125,3,99
-0.1672046,125,3,100
-0.2337926,125,3,101
-0.3942924,125,3,102
-0.2991285,125,3,103
-0.2318649,125,3,104
-0.1996187,125,3,105
-0.1098195,125,3,106
-0.1199707,125,3,107
-0.08161367,125,3,108
-0.07752839,125,3,109
-0.1299057,125,3,110
-0.1079401,125,3,111
-0.08896741,125,3,112
0.02111619,125,3,113
0.1990126,125,3,114
0.296566,125,3,115
0.3461382,125,3,116
0.355975,125,3,117
0.3397086,125,3,118
0.3452169,125,3,119
0.4369977,125,3,120
0.5889688,125,3,121
0.5782728,125,3,122
0.2465057,125,3,123
-0.2221022,125,3,124
-0.4200074,125,3,125
-0.3442137,125,3,126
-0.2748758,125,3,127
-0.1342629,125,3,128
-0.2173313,88,1,1
-0.03384606,88,1,2
0.06868528,88,1,3
-0.008405249,88,1,4
-0.2272667,88,1,5
-0.2481298,88,1,6
-0.2339837,88,1,7
-0.3111911,88,1,8
-0.2198513,88,1,9
-0.1142421,88,1,10
-0.062131,88,1,11
-0.01434094,88,1,12
-0.07300867,88,1,13
-0.06195468,88,1,14
-0.02284893,88,1,15
-0.03298688,88,1,16
0.0008876838000000001,88,1,17
0.008051504000000001,88,1,18
0.0911418,88,1,19
0.2046489,88,1,20
0.2208587,88,1,21
0.236156,88,1,22
0.2239477,88,1,23
0.1463721,88,1,24
-0.0008239107000000001,88,1,25
-0.07024203,88,1,26
0.06168951,88,1,27
0.2602316,88,1,28
0.5007319,88,1,29
0.5879178,88,1,30
0.3222625,88,1,31
0.02840919,88,1,32
-0.06667339,88,1,33
-0.1664834,88,1,34
-0.3567488,88,1,35
-0.3822627,88,1,36
-0.2946239,88,1,37
-0.3619516,88,1,38
-0.371353,88,1,39
-0.3162855,88,1,40
-0.3726714,88,1,41
-0.328802,88,1,42
-0.2234775,88,1,43
-0.1254463,88,1,44
0.002841585,88,1,45
0.1054139,88,1,46
0.2912001,88,1,47
0.3717278,88,1,48
0.2966369,88,1,49
0.3306399,88,1,50
0.360697,88,1,51
0.3812659,88,1,52
0.3533227,88,1,53
0.08445848,88,1,54
-0.2106156,88,1,55
-0.2437872,88,1,56
-0.04928903,88,1,57
0.04237254,88,1,58
-0.05473299,88,1,59
-0.1246517,88,1,60
-0.1675992,88,1,61
-0.2285851,88,1,62
-0.2770706,88,1,63
-0.2420843,88,1,64
-0.1301071,88,1,65
-0.05939587,88,1,66
-0.04958639,88,1,67
-0.1040724,88,1,68
-0.1228322,88,1,69
-0.03856814,88,1,70
0.02756883,88,1,71
0.02913778,88,1,72
-0.02261735,88,1,73
-0.03095621,88,1,74
0.08401747,88,1,75
0.2530182,88,1,76
0.344811,88,1,77
0.2861468,88,1,78
0.2314458,88,1,79
0.1632114,88,1,80
-0.01947929,88,1,81
-0.0724242,88,1,82
0.070721,88,1,83
0.2743971,88,1,84
0.4304796,88,1,85
0.3781095,88,1,86
0.1593451,88,1,87
-0.08309143,88,1,88
-0.2289784,88,1,89
-0.2498634,88,1,90
-0.297489,88,1,91
-0.327332,88,1,92
-0.3010215,88,1,93
-0.3522871,88,1,94
-0.374142,88,1,95
-0.3256001,88,1,96
-0.2818809,88,1,97
-0.2109098,88,1,98
-0.1927738,88,1,99
-0.1598947,88,1,100
0.03176538,88,1,101
0.3036184,88,1,102
0.5037749,88,1,103
0.4939982,88,1,104
0.4302193,88,1,105
0.4679698,88,1,106
0.4260544,88,1,107
0.204754,88,1,108
-0.1979224,88,1,109
-0.4410226,88,1,110
-0.1316805,88,1,111
0.1982004,88,1,112
0.1281006,88,1,113
0.01904493,88,1,114
-0.109062,88,1,115
-0.2852967,88,1,116
-0.3144282,88,1,117
-0.3172467,88,1,118
-0.2744857,88,1,119
-0.1125475,88,1,120
-0.01453947,88,1,121
-0.03806863,88,1,122
-0.1269575,88,1,123
-0.166563,88,1,124
-0.1048868,88,1,125
-0.01605462,88,1,126
0.0654153,88,1,127
0.1096313,88,1,128
-0.03049031,469,3,1
-0.02257382,469,3,2
-0.1081871,469,3,3
-0.1074509,469,3,4
-0.1258311,469,3,5
-0.2083716,469,3,6
-0.2268522,469,3,7
-0.2623368,469,3,8
-0.2489582,469,3,9
-0.2416271,469,3,10
-0.2913697,469,3,11
-0.2882364,469,3,12
-0.2847463,469,3,13
-0.2460478,469,3,14
-0.2144377,469,3,15
-0.2610878,469,3,16
-0.3149292,469,3,17
-0.3245146,469,3,18
-0.0374783,469,3,19
0.5807966,469,3,20
0.9528243,469,3,21
0.7399502,469,3,22
0.468935,469,3,23
0.4441986,469,3,24
0.3208802,469,3,25
0.2318822,469,3,26
0.2300237,469,3,27
0.08301051,469,3,28
-0.00928598,469,3,29
-0.1075094,469,3,30
-0.2194002,469,3,31
-0.2011583,469,3,32
-0.2199525,469,3,33
-0.2849495,469,3,34
-0.4255542,469,3,35
-0.4942759,469,3,36
-0.3416345,469,3,37
-0.1872995,469,3,38
-0.103917,469,3,39
-0.172412,469,3,40
-0.229432,469,3,41
-0.02197933,469,3,42
0.2524809,469,3,43
0.3950887,469,3,44
0.3007823,469,3,45
0.2375031,469,3,46
0.4627454,469,3,47
0.5980054,469,3,48
0.5105294,469,3,49
0.3765461,469,3,50
0.2089279,469,3,51
0.09312286,469,3,52
0.05227545,469,3,53
-0.02197784,469,3,54
-0.1267671,469,3,55
-0.1809207,469,3,56
-0.2036201,469,3,57
-0.214818,469,3,58
-0.1902136,469,3,59
-0.1807453,469,3,60
-0.189894,469,3,61
-0.2016649,469,3,62
-0.2211234,469,3,63
-0.2357965,469,3,64
-0.2948475,469,3,65
-0.3612436,469,3,66
-0.3291206,469,3,67
-0.2019223,469,3,68
-0.05029081,469,3,69
-0.01188004,469,3,70
-0.2177733,469,3,71
-0.5022612,469,3,72
-0.4997208,469,3,73
-0.08323316,469,3,74
0.5412493,469,3,75
0.8670396,469,3,76
0.7118203,469,3,77
0.5712553,469,3,78
0.4843527,469,3,79
0.2486601,469,3,80
0.1974026,469,3,81
0.2544353,469,3,82
0.1679012,469,3,83
0.07470442,469,3,84
-0.02385176,469,3,85
-0.08563972,469,3,86
-0.132321,469,3,87
-0.2259423,469,3,88
-0.2022122,469,3,89
-0.1710886,469,3,90
-0.1923154,469,3,91
-0.1228151,469,3,92
-0.04798069,469,3,93
-0.01748215,469,3,94
-0.09754106,469,3,95
-0.2591665,469,3,96
-0.2993789,469,3,97
-0.2753947,469,3,98
-0.2436393,469,3,99
-0.1219825,469,3,100
0.06990451,469,3,101
0.237711,469,3,102
0.3475591,469,3,103
0.4759537,469,3,104
0.5105173,469,3,105
0.3576133,469,3,106
0.2039624,469,3,107
0.1213357,469,3,108
0.08688664,469,3,109
0.05194382,469,3,110
0.009584562,469,3,111
0.007929594,469,3,112
-0.07664829,469,3,113
-0.1419397,469,3,114
-0.07408113,469,3,115
-0.06047967,469,3,116
-0.06547433,469,3,117
-0.08549684,469,3,118
-0.1516934,469,3,119
-0.1395773,469,3,120
-0.1315933,469,3,121
-0.1375687,469,3,122
-0.1227391,469,3,123
-0.1800935,469,3,124
-0.2353606,469,3,125
-0.209646,469,3,126
-0.1470697,469,3,127
-0.08467564,469,3,128
-0.00112528,197,5,1
-0.002123457,197,5,2
-0.0012104330000000001,197,5,3
0.0002459295,197,5,4
-0.0009538291,197,5,5
-0.001544094,197,5,6
-0.001539266,197,5,7
-0.00031860520000000003,197,5,8
0.002825979,197,5,9
0.004048520999999999,197,5,10
0.006147866,197,5,11
0.00842695,197,5,12
0.004839092,197,5,13
0.0004074245,197,5,14
0.00044427830000000004,197,5,15
0.0011734739999999999,197,5,16
0.0007266617999999999,197,5,17
0.0007861733,197,5,18
0.0009148788,197,5,19
0.0012757530000000001,197,5,20
0.003524868,197,5,21
0.004896303,197,5,22
0.0007868982,197,5,23
-0.0030567479999999998,197,5,24
0.0022053660000000003,197,5,25
0.0069379590000000005,197,5,26
0.0019082679999999999,197,5,27
-0.0006763928999999999,197,5,28
0.003200043,197,5,29
0.003867197,197,5,30
0.001063271,197,5,31
-0.001713806,197,5,32
-0.002414263,197,5,33
-0.000156786,197,5,34
0.001314477,197,5,35
0.0004342193,197,5,36
-0.0005977236,197,5,37
-0.0008943547,197,5,38
-0.0007419597000000001,197,5,39
8.157844e-05,197,5,40
0.000848108,197,5,41
0.0003172967,197,5,42
-0.0007398980999999999,197,5,43
-0.00197322,197,5,44
-0.0027668090000000003,197,5,45
-0.002267775,197,5,46
-0.002231316,197,5,47
-0.002570775,197,5,48
-0.002130869,197,5,49
-0.001346969,197,5,50
5.21192e-05,197,5,51
0.0007816308,197,5,52
-8.872138e-06,197,5,53
-0.0006918648,197,5,54
-0.001197088,197,5,55
-0.0011471860000000001,197,5,56
2.436989e-06,197,5,57
0.0004936452,197,5,58
