image_path,superclass,class
train/vehicles_2/tank/armored_combat_vehicle_s_000049.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000399.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000428.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000370.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000014.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_000719.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000715.png,vehicles_2,tank
train/vehicles_2/tank/panzer_s_000022.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_001284.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000004.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000003.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_000633.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_001402.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_001360.png,vehicles_2,tank
train/vehicles_2/tank/panzer_s_000042.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_001152.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000257.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000398.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_000007.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_000397.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_000218.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_001730.png,vehicles_2,tank
train/vehicles_2/tank/panzer_s_000043.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_000472.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000728.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_000728.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000076.png,vehicles_2,tank
train/vehicles_2/tank/panzer_s_000029.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000305.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000137.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_000640.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_001175.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_001812.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_001503.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000829.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000195.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_001763.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000260.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_001123.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_000032.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000118.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000384.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_000400.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000658.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000201.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000197.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000574.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_001027.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_001243.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000369.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_001544.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000261.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000102.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000785.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000027.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000896.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000794.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000209.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000119.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000467.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000769.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000480.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000286.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000263.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000310.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000467.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000621.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000267.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000691.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_001527.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000801.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000154.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000279.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000042.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000661.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000311.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000592.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000485.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000665.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000217.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000502.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_001596.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000151.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000373.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_000447.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_000534.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000432.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_001583.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000104.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_001601.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000107.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000028.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000067.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000296.png,vehicles_2,tank
train/vehicles_2/tank/panzer_s_000024.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000783.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_000655.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000224.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000322.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000181.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000559.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_001087.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000157.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_000808.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000579.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_001557.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_001809.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000686.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_001561.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000497.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_001501.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_001563.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000630.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000387.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000363.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000245.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000527.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_000623.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000615.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000624.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000493.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000423.png,vehicles_2,tank
train/vehicles_2/tank/panzer_s_000018.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000247.png,vehicles_2,tank
train/vehicles_2/tank/panzer_s_000067.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000385.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000008.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000589.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000569.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_001043.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_001303.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000117.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000452.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000038.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000401.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000515.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_000537.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000047.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000623.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000740.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_001067.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_001547.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_001205.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000271.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000604.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_001199.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000171.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000729.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000513.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000444.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000049.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000754.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000267.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000808.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_000735.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_001062.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000075.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000208.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_000114.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000565.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000024.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000611.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_000241.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000794.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_001285.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000278.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_001159.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000186.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000266.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_000033.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000467.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000627.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000046.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_001818.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_000051.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000028.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_001254.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000339.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000550.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000466.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000513.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000292.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000280.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_001400.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000090.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000429.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000404.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000044.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_001801.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000079.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000072.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000262.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_001559.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_001622.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000033.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000985.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000036.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000448.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000032.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_001412.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000026.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_001941.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000017.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_001413.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000434.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000138.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000718.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000532.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000394.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_001639.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_000528.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000446.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_000346.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000099.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_001032.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000618.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000295.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000187.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000221.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000787.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000057.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000128.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_001442.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_000027.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000257.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000116.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000031.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000749.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000590.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000212.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000114.png,vehicles_2,tank
train/vehicles_2/tank/panzer_s_000027.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_001944.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_000067.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000704.png,vehicles_2,tank
train/vehicles_2/tank/panzer_s_000035.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000575.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000255.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_001431.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000579.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000423.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000192.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_001034.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000679.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_001657.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000812.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000144.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_001379.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000358.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000638.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000113.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000442.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_000557.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_001277.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000561.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_000019.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000059.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000558.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000880.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000585.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_001394.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000694.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000458.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_000739.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_000628.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000033.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_000407.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_000574.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_000626.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000765.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_001070.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000692.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000335.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_000034.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000468.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000557.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000476.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_000828.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_000349.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_000720.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000522.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_001378.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_001245.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000113.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000073.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000036.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_000480.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000145.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000030.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000016.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000698.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000491.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_000451.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_001499.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000233.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_000539.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000728.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000625.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000542.png,vehicles_2,tank
train/vehicles_2/tank/panzer_s_000006.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000133.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_000730.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000986.png,vehicles_2,tank
train/vehicles_2/tank/tank_s_001963.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000188.png,vehicles_2,tank
train/vehicles_2/tank/army_tank_s_000567.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000438.png,vehicles_2,tank
train/vehicles_2/tank/armored_combat_vehicle_s_000056.png,vehicles_2,tank
train/vehicles_2/tank/armoured_combat_vehicle_s_000349.png,vehicles_2,tank
